pm_id,issn,essn,last_author,pmc_id,title,source,impact_factor
28236972,0070-2153,1557-8933,Griffin EE,PMC5943083,Regulation of Cell Polarity by PAR-1/MARK Kinase.,Curr Top Dev Biol,5.242
28253355,1553-7366,1553-7374,Dalzell JJ,PMC5333901,A neuropeptide modulates sensory perception in the entomopathogenic nematode Steinernema carpocapsae.,PLoS Pathog,7.464
28258184,0016-6731,1943-2631,Strome S,PMC5419467,Germ Granules Prevent Accumulation of Somatic Transcripts in the Adult Caenorhabditis elegans Germline.,Genetics,4.402
28250105,,2046-2441,Syntichaki P,PMC5376704,Neuronal function of the mRNA decapping complex determines survival of Caenorhabditis elegans at high temperature through temporal regulation of heterochronic gene expression.,Open Biol,7.124
28280211,,2160-1836,Boulin T,PMC5427500,Reliable CRISPR/Cas9 Genome Engineering in Caenorhabditis elegans Using a Single Efficient sgRNA and an Easily Recognizable Phenotype.,G3 (Bethesda),3.542
15297877,0261-4189,1460-2075,Hendrickson WA,PMC516623,"Crystal structure of the nuclear effector of Notch signaling, CSL, bound to DNA.",EMBO J,14.012
16530045,0092-8674,,Kovall RA,,Crystal structure of the CSL-Notch-Mastermind ternary complex bound to DNA.,Cell,66.85
28262484,0960-9822,1879-0445,Mello CC,PMC5446062,The Antiviral RNA Interference Response Provides Resistance to Lethal Arbovirus Infection and Vertical Transmission in Caenorhabditis elegans.,Curr Biol,10.9
28283540,0016-6731,1943-2631,Podbilewicz B,PMC5419471,Extrinsic Repair of Injured Dendrites as a Paradigm for Regeneration by Fusion in Caenorhabditis elegans.,Genetics,4.402
28272406,,2045-2322,Li X,PMC5341102,O-GlcNAcylation of SKN-1 modulates the lifespan and oxidative stress resistance in Caenorhabditis elegans.,Sci Rep,4.996
28271993,,2050-084X,Oegema K,PMC5342821,How centrioles acquire the ability to reproduce.,Elife,8.713
28276441,,2041-1723,Lee SV,PMC5347137,RNA surveillance via nonsense-mediated mRNA decay is crucial for longevity in daf-2/insulin/IGF-1 mutant C. elegans.,Nat Commun,17.694
28261316,1743-7075,1743-7075,Hashmi S,PMC5331652,Defective lipid metabolism associated with mutation in klf-2 and klf-3: important roles of essential dietary salts in fat storage.,Nutr Metab (Lond),4.654
25662273,1420-682X,1420-9071,Shechter D,PMC4430368,"The PRMT5 arginine methyltransferase: many roles in development, cancer and beyond.",Cell Mol Life Sci,9.207
25652028,0736-6205,1940-9818,Evans TC Jr,,Visual detection of isothermal nucleic acid amplification using pH-sensitive dyes.,Biotechniques,2.746
28283579,0261-4189,1460-2075,Lee SV,PMC5391144,Mitochondrial chaperone HSP-60 regulates anti-bacterial immunity via p38 MAP kinase signaling.,EMBO J,14.012
28279983,0890-9369,1549-5477,Ambros V,PMC5358761,A microRNA family exerts maternal control on sex determination in C. elegans.,Genes Dev,12.89
28279024,,2045-2322,L'Etoile ND,PMC5427828,"Contribution of the cyclic nucleotide gated channel subunit, CNG-3, to olfactory plasticity in Caenorhabditis elegans.",Sci Rep,4.996
28285998,0960-9822,1879-0445,Meléndez A,PMC5389117,A Non-Cell-Autonomous Role of BEC-1/BECN1/Beclin1 in Coordinating Cell-Cycle Progression and Stem Cell Proliferation during Germline Development.,Curr Biol,10.9
28285997,0960-9822,1879-0445,Derry WB,,CCM-3 Promotes C. elegans Germline Development by Regulating Vesicle Trafficking Cytokinesis and Polarity.,Curr Biol,10.9
28285996,0960-9822,1879-0445,Maddox AS,PMC5367925,A Sterile 20 Family Kinase and Its Co-factor CCM-3 Regulate Contractile Ring Proteins on Germline Intercellular Bridges.,Curr Biol,10.9
28292919,0016-6731,1943-2631,Kim DH,PMC5419473,Molecular Determinants of the Regulation of Development and Metabolism by Neuronal eIF2α Phosphorylation in Caenorhabditis elegans.,Genetics,4.402
28294943,,2050-084X,Ahringer J,PMC5395297,A team of heterochromatin factors collaborates with small RNA pathways to combat repetitive elements and germline stress.,Elife,8.713
28289130,0950-1991,1477-9129,Dumont J,PMC5450848,Inhibition of ectopic microtubule assembly by the kinesin-13 KLP-7 prevents chromosome segregation and cytokinesis defects in oocytes.,Development,6.862
28288575,,1471-2180,Ramratnam B,PMC5348868,Lactobacillus-derived extracellular vesicles enhance host immune responses against vancomycin-resistant enterococci.,BMC Microbiol,4.465
28301465,1553-7390,1553-7404,Hagstrom KA,PMC5373644,An SMC-like protein binds and regulates Caenorhabditis elegans condensins.,PLoS Genet,
28325813,,2160-1836,Hope IA,PMC5427508,Aging Effects of Caenorhabditis elegans Ryanodine Receptor Variants Corresponding to Human Myopathic Mutations.,G3 (Bethesda),3.542
28306505,1097-2765,1097-4164,Nollen EA,PMC5364375,Identification of an RNA Polymerase III Regulator Linked to Disease-Associated Protein Aggregation.,Mol Cell,19.328
28299692,1064-3745,1940-6029,Wang P,,A Light-Addressable Potentiometric Sensor for Odorant Detection Using Single Bioengineered Olfactory Sensory Neurons as Sensing Element.,Methods Mol Biol,
28298491,1059-1524,1939-4586,Canman JC,PMC5415020,"CYK-4 regulates Rac, but not Rho, during cytokinesis.",Mol Biol Cell,3.612
28298447,0021-9258,1083-351X,Choi HJ,PMC5409474,Structural and functional characterization of Caenorhabditis elegans α-catenin reveals constitutive binding to β-catenin and F-actin.,J Biol Chem,
28325749,0016-6731,1943-2631,Ailion M,PMC5419474,The NCA-1 and NCA-2 Ion Channels Function Downstream of G(q) and Rho To Regulate Locomotion in Caenorhabditis elegans.,Genetics,4.402
28316775,2045-452X,2045-4538,Soares FA,PMC5354468,Guarana (Paullinia cupana Mart.) attenuates methylmercury-induced toxicity in Caenorhabditis elegans.,Toxicol Res (Camb),2.68
28318980,0960-9822,1879-0445,Barr MM,PMC5688951,"Cell-Specific α-Tubulin Isotype Regulates Ciliary Microtubule Ultrastructure, Intraflagellar Transport, and Extracellular Vesicle Biology.",Curr Biol,10.9
28341649,0016-6731,1943-2631,Choe KP,PMC5499191,F-Box Protein XREP-4 Is a New Regulator of the Oxidative Stress Response in Caenorhabditis elegans.,Genetics,4.402
28341653,0016-6731,1943-2631,Lüersen K,PMC5419475,Locomotion Behavior Is Affected by the Gα(S) Pathway and the Two-Pore-Domain K(+) Channel TWK-7 Interacting in GABAergic Motor Neurons in Caenorhabditis elegans.,Genetics,4.402
28333578,1554-8627,1554-8635,Hansen M,PMC5486360,Hormetic heat shock and HSF-1 overexpression improve C. elegans survival and proteostasis by inducing autophagy.,Autophagy,13.391
28329170,1079-5006,1758-535X,Braeckman BP,PMC5861982,Life-Span Extension by Axenic Dietary Restriction Is Independent of the Mitochondrial Unfolded Protein Response and Mitohormesis in Caenorhabditis elegans.,J Gerontol A Biol Sci Med Sci,6.591
28325765,,2150-7511,Ding SW,PMC5362034,Caenorhabditis elegans RIG-I Homolog Mediates Antiviral RNA Interference Downstream of Dicer-Dependent Biogenesis of Viral Small Interfering RNAs.,mBio,7.786
21226948,,1471-2148,Denver DR,PMC3032685,Natural variation in life history and aging phenotypes is associated with mitochondrial DNA deletion frequency in Caenorhabditis briggsae.,BMC Evol Biol,3.436
28339470,1553-7390,1553-7404,Villeneuve AM,PMC5384771,Meiotic recombination modulates the structure and dynamics of the synaptonemal complex during C. elegans meiosis.,PLoS Genet,
28322326,,2045-2322,Chang HC,PMC5359715,Superoxide dismutase SOD-1 modulates C. elegans pathogen avoidance behavior.,Sci Rep,4.996
24148649,,1756-0500,Kenmochi N,PMC4015994,snOPY: a small nucleolar RNA orthological gene database.,BMC Res Notes,
28348061,0016-6731,1943-2631,Mangone M,PMC5499184,Alternative Polyadenylation Directs Tissue-Specific miRNA Targeting in Caenorhabditis elegans Somatic Tissues.,Genetics,4.402
28346135,,2050-084X,Colaiácovo MP,PMC5423773,Polo-like kinase-dependent phosphorylation of the synaptonemal complex protein SYP-4 regulates double-strand break formation through a negative feedback loop.,Elife,8.713
28343968,0960-9822,1879-0445,Rechavi O,,MET-2-Dependent H3K9 Methylation Suppresses Transgenerational Small RNA Inheritance.,Curr Biol,10.9
28355222,1553-7390,1553-7404,Kaeberlein M,PMC5389855,Transaldolase inhibition impairs mitochondrial respiration and induces a starvation-like longevity response in Caenorhabditis elegans.,PLoS Genet,
28349862,,2050-084X,Bai J,PMC5370180,Dopamine signaling tunes spatial pattern selectivity in C. elegans.,Elife,8.713
28347729,0891-5849,1873-4596,Salinas G,,Selenoprotein T is required for pathogenic bacteria avoidance in Caenorhabditis elegans.,Free Radic Biol Med,8.101
27831827,1538-4101,1551-4005,Santamaria A,PMC5176151,"Mitotic entry: The interplay between Cdk1, Plk1 and Bora.",Cell Cycle,5.173
27806374,0028-0836,1476-4687,Yanagisawa M,PMC6076225,Forward-genetics analysis of sleep in randomly mutagenized mice.,Nature,69.504
27617178,2162-3945,2162-397X,Byrne JA,PMC5014004,Dropping in on the lipid droplet- tumor protein D52 (TPD52) as a new regulator and resident protein.,Adipocyte,3.553
28356679,0973-2063,0973-2063,Gautam B,PMC5357569,Identification and analysis of insulin like peptides in nematode secretomes provide targets for parasite control.,Bioinformation,
28361041,,2235-2988,Dunyach-Remy C,PMC5352687,Decrease of Staphylococcus aureus Virulence by Helcococcus kunzii in a Caenorhabditis elegans Model.,Front Cell Infect Microbiol,6.073
26296769,0166-6851,1872-9428,Hawdon JM,PMC4605861,Expression profile of heat shock response factors during hookworm larval activation and parasitic development.,Mol Biochem Parasitol,1.845
28371259,1433-7851,1521-3773,Schroeder FC,PMC5486983,Biosynthesis of Modular Ascarosides in C. elegans.,Angew Chem Int Ed Engl,16.823
28369609,,1096-0929,Luan Y,,4-Bromodiphenyl Ether Induces Germ Cell Apoptosis by Induction of ROS and DNA Damage in Caenorhabditis elegans.,Toxicol Sci,4.109
28369388,1079-5006,1758-535X,Brent R,PMC5861850,Environmental Canalization of Life Span and Gene Expression in Caenorhabditis elegans.,J Gerontol A Biol Sci Med Sci,6.591
28369379,0964-6906,1460-2083,Corsi AK,PMC5438873,Localized TWIST1 and TWIST2 basic domain substitutions cause four distinct human diseases that can be modeled in Caenorhabditis elegans.,Hum Mol Genet,5.121
28368775,1743-5390,1743-5404,Wang D,,Neuronal ERK signaling in response to graphene oxide in nematode Caenorhabditis elegans.,Nanotoxicology,5.881
28368371,1465-7392,1476-4679,Labib K,PMC5410169,CUL-2(LRR-1) and UBXN-3 drive replisome disassembly during DNA replication termination and mitosis.,Nat Cell Biol,28.213
28366735,0378-4274,1879-3169,Peng A,,Regulator of G protein signaling-1 modulates paraquat-induced oxidative stress and longevity via the insulin like signaling pathway in Caenorhabditis elegans.,Toxicol Lett,4.271
28379972,1935-2727,1935-2735,Roy PJ,PMC5393889,The novel nematicide wact-86 interacts with aldicarb to kill nematodes.,PLoS Negl Trop Dis,
28378570,1673-1581,1862-1783,Li ZJ,PMC5394097,"Evaluation of the antioxidant property and effects in Caenorhabditis elegans of Xiangxi flavor vinegar, a Hunan local traditional vinegar.",J Zhejiang Univ Sci B,5.552
28378164,0949-8257,1432-1327,Bortolotti CA,,Computational evidence support the hypothesis of neuroglobin also acting as an electron transfer species.,J Biol Inorg Chem,3.862
28377576,,2045-2322,Zou CG,PMC5428847,The cAMP-PKA pathway-mediated fat mobilization is required for cold tolerance in C. elegans.,Sci Rep,4.996
25457677,0171-9335,1618-1298,Gligorijevic B,PMC4262535,Invadosomes in their natural habitat.,Eur J Cell Biol,6.02
28384160,1553-7390,1553-7404,Pan CL,PMC5398721,A Wnt-planar polarity pathway instructs neurite branching by restricting F-actin assembly through endosomal signaling.,PLoS Genet,
28384151,1553-7390,1553-7404,Francis MM,PMC5398689,Local neuropeptide signaling modulates serotonergic transmission to shape the temporal organization of C. elegans egg-laying behavior.,PLoS Genet,
25051140,1554-8929,1554-8937,Dougherty DA,PMC4201344,Functional evaluation of key interactions evident in the structure of the eukaryotic Cys-loop receptor GluCl.,ACS Chem Biol,4.634
28394895,1553-7390,1553-7404,Schroeder FC,PMC5402976,Larval crowding accelerates C. elegans development and reduces lifespan.,PLoS Genet,
28392283,0891-5849,1873-4596,Van Raamsdonk JM,PMC5493208,Uncoupling of oxidative stress resistance and lifespan in long-lived isp-1 mitochondrial mutants in Caenorhabditis elegans.,Free Radic Biol Med,8.101
23227961,1554-8929,1554-8937,Park S,PMC3600092,Epitope-guided engineering of monobody binders for in vivo inhibition of Erk-2 signaling.,ACS Chem Biol,4.634
28399395,1534-5807,1878-1551,Ou G,,Spectraplakin Induces Positive Feedback between Fusogens and the Actin Cytoskeleton to Promote Cell-Cell Fusion.,Dev Cell,13.417
28401650,1474-9718,1474-9726,Korstanje R,PMC5506438,Caenorhabditis elegans orthologs of human genes differentially expressed with age are enriched for determinants of longevity.,Aging Cell,11.005
28400847,1741-427X,1741-4288,Fu Y,PMC5376401,"Gengnianchun, a Traditional Chinese Medicine, Enhances Oxidative Stress Resistance and Lifespan in Caenorhabditis elegans by Modulating daf-16/FOXO.",Evid Based Complement Alternat Med,2.65
28400443,0021-9525,1540-8140,Zaidel-Bar R,PMC5412556,Plastin increases cortical connectivity to facilitate robust polarization and timely cytokinesis.,J Cell Biol,8.077
28406181,,2041-1723,Shen K,PMC5399302,Local inhibition of microtubule dynamics by dynein is required for neuronal cargo distribution.,Nat Commun,17.694
28404998,,2045-2322,Hekimi S,PMC5429816,A single biochemical activity underlies the pleiotropy of the aging-related protein CLK-1.,Sci Rep,4.996
28411189,0021-9525,1540-8140,Dammermann A,PMC5461022,Centrioles initiate cilia assembly but are dispensable for maturation and maintenance in C. elegans.,J Cell Biol,8.077
28409303,0080-1844,,Garriga G,,Size Matters: How C. elegans Asymmetric Divisions Regulate Apoptosis.,Results Probl Cell Differ,
28592507,0016-6731,1943-2631,Salehi-Ashtiani K,PMC5499183,Alternative Poly(A) Tails Meet miRNA Targeting in Caenorhabditis elegans.,Genetics,4.402
28428286,0016-6731,1943-2631,Hanover JA,PMC5499196,A Genetic Analysis of the Caenorhabditis elegans Detoxification Response.,Genetics,4.402
28432181,1355-8382,1469-9001,Gall JG,PMC5473140,Dual nature of pseudouridylation in U2 snRNA: Pus1p-dependent and Pus1p-independent activities in yeasts and higher eukaryotes.,RNA,5.636
28431246,0092-8674,1097-4172,Han M,,Fatty Acids Regulate Germline Sex Determination through ACS-4-Dependent Myristoylation.,Cell,66.85
28431118,0161-8105,1550-9109,Hart AC,PMC6075530,Combining Human Epigenetics and Sleep Studies in Caenorhabditis elegans: A Cross-Species Approach for Finding Conserved Genes Regulating Sleep.,Sleep,6.313
1304892,0961-8368,1469-896X,Nieves E,PMC2142142,Effects of calcium on recombinant bovine chromogranin A.,Protein Sci,6.993
28428744,1662-5099,1662-5099,Paas Y,PMC5382172,Mutational Analysis at Intersubunit Interfaces of an Anionic Glutamate Receptor Reveals a Key Interaction Important for Channel Gating by Ivermectin.,Front Mol Neurosci,6.261
28428253,1059-1524,1939-4586,Benian GM,PMC5469603,Twitchin kinase inhibits muscle activity.,Mol Biol Cell,3.612
28427936,0006-291X,1090-2104,Ohashi-Kobayashi A,,Molecular dissection of Caenorhabditis elegans ATP-binding cassette transporter protein HAF-4 to investigate its subcellular localization and dimerization.,Biochem Biophys Res Commun,3.322
28424218,0021-9525,1540-8140,Wang X,PMC5461019,GOP-1 promotes apoptotic cell degradation by activating the small GTPase Rab2 in C. elegans.,J Cell Biol,8.077
28424053,,1471-2121,Boyd L,PMC5395811,Stress induced nuclear granules form in response to accumulation of misfolded proteins in Caenorhabditis elegans.,BMC Cell Biol,
28423308,,2211-1247,Kenyon C,PMC5526670,How a Mutation that Slows Aging Can Also Disproportionately Extend End-of-Life Decrepitude.,Cell Rep,9.995
28422646,,2050-084X,Hobert O,PMC5397285,Coordinated control of terminal differentiation and restriction of cellular plasticity.,Elife,8.713
28436966,1465-7392,1476-4679,Wang MC,PMC5635834,Microbial metabolites regulate host lipid metabolism through NR5A-Hedgehog signalling.,Nat Cell Biol,28.213
28441532,1534-5807,1878-1551,Colavita A,PMC5469364,PCP and SAX-3/Robo Pathways Cooperate to Regulate Convergent Extension-Based Nerve Cord Assembly in C. elegans.,Dev Cell,13.417
28441531,1534-5807,1878-1551,Qi YB,PMC5493483,Myrf ER-Bound Transcription Factors Drive C. elegans Synaptic Plasticity via Cleavage-Dependent Nuclear Translocation.,Dev Cell,13.417
28445732,,2211-1247,Grill B,PMC5475272,The HECT Family Ubiquitin Ligase EEL-1 Regulates Neuronal Function and Development.,Cell Rep,9.995
28445141,,1949-2553,Bae YS,PMC5513713,Downregulation of protein kinase CK2 activity induces age-related biomarkers in C. elegans.,Oncotarget,
28441492,0006-2960,1520-4995,Clarke SG,PMC5503151,Caenorhabditis elegans PRMT-7 and PRMT-9 Are Evolutionarily Conserved Protein Arginine Methyltransferases with Distinct Substrate Specificities.,Biochemistry,3.321
28434978,,1347-4421,Zhou L,,"Calycosin promotes lifespan in Caenorhabditis elegans through insulin signaling pathway via daf-16, age-1 and daf-2.",J Biosci Bioeng,3.185
28449065,0964-6906,1460-2083,Plomp AS,PMC5965403,"A homozygous missense mutation in ERAL1, encoding a mitochondrial rRNA chaperone, causes Perrault syndrome.",Hum Mol Genet,5.121
28447086,,1473-0189,Zheng H,,Ultrasound neuro-modulation chip: activation of sensory neurons in Caenorhabditis elegans by surface acoustic waves.,Lab Chip,7.517
28456310,0048-3575,1095-9939,Ding Z,,"Deltamethrin affects the expression of voltage-gated calcium channel α1 subunits and the locomotion, egg-laying, foraging behavior of Caenorhabditis elegans.",Pestic Biochem Physiol,4.966
28456303,0048-3575,1095-9939,Ma E,,Antioxidant enzymes and their role in phoxim and carbaryl stress in Caenorhabditis elegans.,Pestic Biochem Physiol,4.966
28455411,0021-9533,1477-9137,Rocheleau CE,PMC5482978,The VPS34 PI3K negatively regulates RAB-5 during endosome maturation.,J Cell Sci,5.235
28451641,,2373-2822,Zhang Y,PMC5399755,An Aversive Response to Osmotic Upshift in Caenorhabditis elegans.,eNeuro,4.363
28468816,,2160-1836,Cherra SJ 3rd,PMC5499116,Novel Mutations in Synaptic Transmission Genes Suppress Neuronal Hyperexcitation in Caenorhabditis elegans.,G3 (Bethesda),3.542
28459841,,1932-6203,Camandola S,PMC5411085,skn-1 is required for interneuron sensory integration and foraging behavior in Caenorhabditis elegans.,PLoS One,3.752
28459610,1096-620X,1557-7600,Lee SH,,"3,3'-Diindolylmethane Suppresses Adipogenesis Using AMPKα-Dependent Mechanism in 3T3-L1 Adipocytes and Caenorhabditis elegans.",J Med Food,2.542
28463115,,2050-084X,Hart AC,PMC5413352,Decreased microRNA levels lead to deleterious increases in neuronal M2 muscarinic receptors in Spinal Muscular Atrophy models.,Elife,8.713
28533440,0016-6731,1943-2631,Kennedy S,PMC5500139,The RNAi Inheritance Machinery of Caenorhabditis elegans.,Genetics,4.402
28472716,,1568-7856,Tijsterman M,,Combined loss of three DNA damage response pathways renders C. elegans intolerant to light.,DNA Repair (Amst),4.354
28471052,0022-1147,1750-3841,Park SK,,Supplementation with Triptolide Increases Resistance to Environmental Stressors and Lifespan in C. elegans.,J Food Sci,3.693
28461507,0027-8424,1091-6490,Beets I,PMC5441806,Evolutionarily conserved TRH neuropeptide pathway regulates growth in Caenorhabditis elegans.,Proc Natl Acad Sci U S A,12.779
28461238,0012-1606,1095-564X,Abbott AL,PMC5716346,Functional analysis of microRNA pathway genes in the somatic gonad and germ cells during ovulation in C. elegans.,Dev Biol,3.148
28442570,0021-9258,1083-351X,Banerjee R,PMC5465496,Coordination chemistry controls the thiol oxidase activity of the B(12)-trafficking protein CblC.,J Biol Chem,
28495959,0016-6731,1943-2631,Zhong W,PMC5500144,Potential Nematode Alarm Pheromone Induces Acute Avoidance in Caenorhabditis elegans.,Genetics,4.402
28487481,0027-8424,1091-6490,Martin RJ,PMC5448196,Functional genomics in Brugia malayi reveal diverse muscle nAChRs and differences between cholinergic anthelmintics.,Proc Natl Acad Sci U S A,12.779
28490506,1355-8382,1469-9001,Eckmann CR,PMC5513063,Polyadenylation is the key aspect of GLD-2 function in C. elegans.,RNA,5.636
28499858,0145-305X,1879-0089,Dierking K,,Enhanced behavioral immune defenses in a C. elegans C-type lectin-like domain gene mutant.,Dev Comp Immunol,3.605
28495877,0036-8075,1095-9203,Kruglyak L,PMC6251971,A maternal-effect selfish genetic element in Caenorhabditis elegans.,Science,63.714
28495447,0891-5849,1873-4596,Gross E,,Characterization of gene expression associated with the adaptation of the nematode C. elegans to hypoxia and reoxygenation stress reveals an unexpected function of the neuroglobin GLB-5 in innate immunity.,Free Radic Biol Med,8.101
28494862,,2211-1247,Jin Y,PMC5510947,Asynchronous Cholinergic Drive Correlates with Excitation-Inhibition Imbalance via a Neuronal Ca(2+) Sensor Protein.,Cell Rep,9.995
28490217,1743-5390,1743-5404,Wang D,,Antimicrobial proteins in the response to graphene oxide in Caenorhabditis elegans.,Nanotoxicology,5.881
28505088,,1420-3049,Tan N,PMC6154497,"1,4-Naphthoquinone Triggers Nematode Lethality by Inducing Oxidative Stress and Activating Insulin/IGF Signaling Pathway in Caenorhabditis elegans.",Molecules,4.927
28503972,,1029-2470,Wang L,,Molecular mechanisms of anti-oxidant and anti-aging effects induced by convallatoxin in Caenorhabditis elegans.,Free Radic Res,4.354
28503130,1662-5099,1662-5099,Ben-Zvi A,PMC5409330,Uncoupling the Trade-Off between Somatic Proteostasis and Reproduction in Caenorhabditis elegans Models of Polyglutamine Diseases.,Front Mol Neurosci,6.261
28502804,0969-9961,1095-953X,Raffa GD,,WDR79/TCAB1 plays a conserved role in the control of locomotion and ameliorates phenotypic defects in SMA models.,Neurobiol Dis,7.046
28502651,0145-305X,1879-0089,Balamurugan K,,"RACK-1, a multifaceted regulator is required for C. elegans innate immunity against S. flexneri M9OT infection.",Dev Comp Immunol,3.605
28502614,0012-1606,1095-564X,Maduro MF,,Partially compromised specification causes stochastic effects on gut development in C. elegans.,Dev Biol,3.148
28481930,,1932-6203,Bertrand R,PMC5421811,Expression of human Bcl-xL (Ser49) and (Ser62) mutants in Caenorhabditis elegans causes germline defects and aneuploidy.,PLoS One,3.752
28477408,,2050-084X,Rizo J,PMC5464772,Autoinhibition of Munc18-1 modulates synaptobrevin binding and helps to enable Munc13-dependent regulation of membrane fusion.,Elife,8.713
28507513,1662-5153,1662-5153,Maruyama IN,PMC5410607,Appetitive Olfactory Learning and Long-Term Associative Memory in Caenorhabditis elegans.,Front Behav Neurosci,3.617
28507100,0021-9258,1083-351X,Nishida E,PMC5500796,The microRNA machinery regulates fasting-induced changes in gene expression and longevity in Caenorhabditis elegans.,J Biol Chem,
28506208,,1471-2156,Zhong W,PMC5433158,A strategy to apply quantitative epistasis analysis on developmental traits.,BMC Genet,2.759
28515212,0016-6731,1943-2631,Babu K,PMC5500148,Regulation of WNT Signaling at the Neuromuscular Junction by the Immunoglobulin Superfamily Protein RIG-3 in Caenorhabditis elegans.,Genetics,4.402
28514198,1096-620X,1557-7600,Park Y,PMC5610403,Piceatannol Reduces Fat Accumulation in Caenorhabditis elegans.,J Med Food,2.542
28477407,,2050-084X,Kaplan JM,PMC5432211,Shank is a dose-dependent regulator of Ca(v)1 calcium current and CREB target expression.,Elife,8.713
28526752,0950-1991,1477-9129,Labouesse M,PMC5769628,The apical ECM preserves embryonic integrity and distributes mechanical stress during morphogenesis.,Development,6.862
28515089,0363-6143,1522-1563,Foskett JK,PMC5582874,The NH(2) terminus regulates voltage-dependent gating of CALHM ion channels.,Am J Physiol Cell Physiol,5.282
28535375,1534-5807,1878-1551,Kim JK,PMC5527976,MORC-1 Integrates Nuclear RNAi and Transgenerational Chromatin Architecture to Promote Germline Immortality.,Dev Cell,13.417
28534519,,2041-1723,Gems D,PMC5457527,Two forms of death in ageing Caenorhabditis elegans.,Nat Commun,17.694
28533928,2160-200X,2160-200X,Zemel MB,PMC5435603,"Leucine-nicotinic acid synergy stimulates AMPK/Sirt1 signaling and regulates lipid metabolism and lifespan in Caenorhabditis elegans, and hyperlipidemia and atherosclerosis in mice.",Am J Cardiovasc Dis,
28546434,0016-6731,1943-2631,Pierce JT,PMC5500142,Behavioral Deficits Following Withdrawal from Chronic Ethanol Are Influenced by SLO Channel Function in Caenorhabditis elegans.,Genetics,4.402
28531761,1382-6689,1872-7077,Pandey R,,3β-Hydroxy-urs-12-en-28-oic acid confers protection against ZnONPs induced adversity in Caenorhabditis elegans.,Environ Toxicol Pharmacol,5.785
28549065,1553-7390,1553-7404,Baumeister R,PMC5467913,C. elegans DAF-16/FOXO interacts with TGF-ß/BMP signaling to induce germline tumor formation via mTORC1 activation.,PLoS Genet,
28553202,1662-5099,1662-5099,Kang L,PMC5425591,A Systematic RNAi Screen Reveals a Novel Role of a Spindle Assembly Checkpoint Protein BuGZ in Synaptic Transmission in C. elegans.,Front Mol Neurosci,6.261
28545126,1553-7390,1553-7404,Srinivasan S,PMC5456406,Pheromone-sensing neurons regulate peripheral lipid metabolism in Caenorhabditis elegans.,PLoS Genet,
28544111,1474-9718,1474-9726,Chao J,PMC5506400,Kallistatin reduces vascular senescence and aging by regulating microRNA-34a-SIRT1 pathway.,Aging Cell,11.005
28542414,,1932-6203,Iino Y,PMC5444632,The intestinal TORC2 signaling pathway contributes to associative learning in Caenorhabditis elegans.,PLoS One,3.752
28541563,0305-1048,1362-4962,Jose AM,PMC5737277,The double-stranded RNA binding protein RDE-4 can act cell autonomously during feeding RNAi in C. elegans.,Nucleic Acids Res,19.16
28539870,1662-4548,1662-453X,Jin Y,PMC5423972,A Select Subset of Electron Transport Chain Genes Associated with Optic Atrophy Link Mitochondria to Axon Regeneration in Caenorhabditis elegans.,Front Neurosci,
28539630,,2045-2322,Chi P,PMC5443798,Functional characterization of the meiosis-specific DNA double-strand break inducing factor SPO-11 from C. elegans.,Sci Rep,4.996
28539408,1059-1524,1939-4586,Mango SE,PMC5509419,"Temporal regulation of epithelium formation mediated by FoxA, MKLP1, MgcRacGAP, and PAR-6.",Mol Biol Cell,3.612
28557996,1553-7390,1553-7404,Jia K,PMC5469504,The cell non-autonomous function of ATG-18 is essential for neuroendocrine regulation of Caenorhabditis elegans lifespan.,PLoS Genet,
28576866,0016-6731,1943-2631,Higashitani A,PMC5560802,Heat-Induced Calcium Leakage Causes Mitochondrial Damage in Caenorhabditis elegans Body-Wall Muscles.,Genetics,4.402
28562327,,1945-4589,Yates JR,PMC5472741,The protein kinase MBK-1 contributes to lifespan extension in daf-2 mutant and germline-deficient Caenorhabditis elegans.,Aging (Albany NY),5.955
28562241,,2050-084X,Ercan S,PMC5451215,Cooperation between a hierarchical set of recruitment sites targets the X chromosome for dosage compensation.,Elife,8.713
28560849,1474-9718,1474-9726,Lee SS,PMC5506430,Transcription factors CEP-1/p53 and CEH-23 collaborate with AAK-2/AMPK to modulate longevity in Caenorhabditis elegans.,Aging Cell,11.005
28559483,,2150-7511,Aballay A,PMC5449662,Endoplasmic Reticulum Stress Caused by Lipoprotein Accumulation Suppresses Immunity against Bacterial Pathogens and Contributes to Immunosenescence.,mBio,7.786
28559338,0027-8424,1091-6490,Dernburg AF,PMC5474826,Superresolution microscopy reveals the three-dimensional organization of meiotic chromosome axes in intact Caenorhabditis elegans tissue.,Proc Natl Acad Sci U S A,12.779
28559281,0021-9258,1083-351X,Hanna-Rose W,PMC5500784,Uridine monophosphate synthetase enables eukaryotic de novo NAD(+) biosynthesis from quinolinic acid.,J Biol Chem,
28576864,0016-6731,1943-2631,Greenstein D,PMC5560804,LIN-41 and OMA Ribonucleoprotein Complexes Mediate a Translational Repression-to-Activation Switch Controlling Oocyte Meiotic Maturation and the Oocyte-to-Embryo Transition in Caenorhabditis elegans.,Genetics,4.402
28576776,,2160-1836,Han M,PMC5555458,RNA Binding Protein Vigilin Collaborates with miRNAs To Regulate Gene Expression for Caenorhabditis elegans Larval Development.,G3 (Bethesda),3.542
