Go_Id,Category,Term
GO:0036121,Molecular_function,double-stranded DNA helicase activity
GO:0036122,Molecular_function,BMP binding
GO:0036132,Molecular_function,13-prostaglandin reductase activity
GO:0036220,Molecular_function,ITP diphosphatase activity
GO:0036222,Molecular_function,XTP diphosphatase activity
GO:0036310,Molecular_function,ATP-dependent DNA/DNA annealing activity
GO:0036374,Molecular_function,glutathione hydrolase activity
GO:0036402,Molecular_function,proteasome-activating activity
GO:0036424,Molecular_function,L-phosphoserine phosphatase activity
GO:0036430,Molecular_function,CMP kinase activity
GO:0036431,Molecular_function,dCMP kinase activity
GO:0036435,Molecular_function,K48-linked polyubiquitin modification-dependent protein binding
GO:0036440,Molecular_function,citrate synthase activity
GO:0036456,Molecular_function,L-methionine-(S)-S-oxide reductase activity
GO:0036467,Molecular_function,5-hydroxy-L-tryptophan decarboxylase activity
GO:0036468,Molecular_function,L-dopa decarboxylase activity
GO:0038022,Molecular_function,G protein-coupled olfactory receptor activity
GO:0038023,Molecular_function,signaling receptor activity
GO:0038024,Molecular_function,cargo receptor activity
GO:0038062,Molecular_function,protein tyrosine kinase collagen receptor activity
GO:0042030,Molecular_function,ATPase inhibitor activity
GO:0042043,Molecular_function,neurexin family protein binding
GO:0042054,Molecular_function,histone methyltransferase activity
GO:0042132,Molecular_function,"fructose 1,6-bisphosphate 1-phosphatase activity"
GO:0042134,Molecular_function,rRNA primary transcript binding
GO:0042162,Molecular_function,telomeric DNA binding
GO:0042169,Molecular_function,SH2 domain binding
GO:0042171,Molecular_function,lysophosphatidic acid acyltransferase activity
GO:0042277,Molecular_function,peptide binding
GO:0042281,Molecular_function,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
GO:0042283,Molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
GO:0042284,Molecular_function,sphingolipid delta-4 desaturase activity
GO:0042285,Molecular_function,xylosyltransferase activity
GO:0042287,Molecular_function,MHC protein binding
GO:0042292,Molecular_function,URM1 activating enzyme activity
GO:0042302,Molecular_function,structural constituent of cuticle
GO:0042328,Molecular_function,heparan sulfate N-acetylglucosaminyltransferase activity
GO:0042329,Molecular_function,structural constituent of collagen and cuticulin-based cuticle
GO:0042392,Molecular_function,sphingosine-1-phosphate phosphatase activity
GO:0042393,Molecular_function,histone binding
GO:0042500,Molecular_function,"aspartic endopeptidase activity, intramembrane cleaving"
GO:0042562,Molecular_function,hormone binding
GO:0042626,Molecular_function,ATPase-coupled transmembrane transporter activity
GO:0042781,Molecular_function,3'-tRNA processing endoribonuclease activity
GO:0042799,Molecular_function,histone H4K20 methyltransferase activity
GO:0042800,Molecular_function,histone H3K4 methyltransferase activity
GO:0042802,Molecular_function,identical protein binding
GO:0042803,Molecular_function,protein homodimerization activity
GO:0042813,Molecular_function,Wnt receptor activity
GO:0042826,Molecular_function,histone deacetylase binding
GO:0042910,Molecular_function,xenobiotic transmembrane transporter activity
GO:0042923,Molecular_function,neuropeptide binding
GO:0043014,Molecular_function,alpha-tubulin binding
GO:0043015,Molecular_function,gamma-tubulin binding
GO:0043021,Molecular_function,ribonucleoprotein complex binding
GO:0043022,Molecular_function,ribosome binding
GO:0043023,Molecular_function,ribosomal large subunit binding
GO:0043024,Molecular_function,ribosomal small subunit binding
GO:0043027,Molecular_function,cysteine-type endopeptidase inhibitor activity involved in apoptotic process
GO:0043035,Molecular_function,chromatin insulator sequence binding
GO:0043047,Molecular_function,single-stranded telomeric DNA binding
GO:0043121,Molecular_function,neurotrophin binding
GO:0043130,Molecular_function,ubiquitin binding
GO:0043135,Molecular_function,5-phosphoribosyl 1-pyrophosphate pyrophosphatase activity
GO:0043138,Molecular_function,3'-5' DNA helicase activity
GO:0043139,Molecular_function,5'-3' DNA helicase activity
GO:0043169,Molecular_function,cation binding
GO:0043175,Molecular_function,RNA polymerase core enzyme binding
GO:0043176,Molecular_function,amine binding
GO:0043236,Molecular_function,laminin binding
GO:0043262,Molecular_function,ADP phosphatase activity
GO:0043273,Molecular_function,CTPase activity
GO:0043274,Molecular_function,phospholipase binding
GO:0043295,Molecular_function,glutathione binding
GO:0043325,Molecular_function,"phosphatidylinositol-3,4-bisphosphate binding"
GO:0043337,Molecular_function,cardiolipin synthase (CMP-forming)
GO:0043395,Molecular_function,heparan sulfate proteoglycan binding
GO:0043425,Molecular_function,bHLH transcription factor binding
GO:0043495,Molecular_function,protein-membrane adaptor activity
GO:0043515,Molecular_function,kinetochore binding
GO:0043531,Molecular_function,ADP binding
GO:0043539,Molecular_function,protein serine/threonine kinase activator activity
GO:0043546,Molecular_function,molybdopterin cofactor binding
GO:0043548,Molecular_function,phosphatidylinositol 3-kinase binding
GO:0043560,Molecular_function,insulin receptor substrate binding
GO:0043565,Molecular_function,sequence-specific DNA binding
GO:0043621,Molecular_function,obsolete protein self-association
GO:0043682,Molecular_function,P-type divalent copper transporter activity
GO:0043715,Molecular_function,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity"
GO:0043716,Molecular_function,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity
GO:0043727,Molecular_function,5-amino-4-imidazole carboxylate lyase activity
GO:0043754,Molecular_function,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
GO:0043771,Molecular_function,cytidine kinase activity
GO:0043812,Molecular_function,phosphatidylinositol-4-phosphate phosphatase activity
GO:0043813,Molecular_function,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
GO:0043843,Molecular_function,ADP-specific glucokinase activity
GO:0043874,Molecular_function,acireductone synthase activity
GO:0043878,Molecular_function,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0043992,Molecular_function,histone H3K9 acetyltransferase activity
GO:0043998,Molecular_function,histone H2A acetyltransferase activity
GO:0044020,Molecular_function,histone H4R3 methyltransferase activity
GO:0044183,Molecular_function,protein folding chaperone
GO:0044325,Molecular_function,transmembrane transporter binding
GO:0044389,Molecular_function,ubiquitin-like protein ligase binding
GO:0044390,Molecular_function,ubiquitin-like protein conjugating enzyme binding
GO:0044540,Molecular_function,L-cystine L-cysteine-lyase (deaminating)
GO:0044549,Molecular_function,GTP cyclohydrolase binding
GO:0044594,Molecular_function,17-beta-hydroxysteroid dehydrogenase (NAD+) activity
GO:0044715,Molecular_function,8-oxo-dGDP phosphatase activity
GO:0044716,Molecular_function,8-oxo-GDP phosphatase activity
GO:0044748,Molecular_function,3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing
GO:0044877,Molecular_function,protein-containing complex binding
GO:0045127,Molecular_function,N-acetylglucosamine kinase activity
GO:0045131,Molecular_function,pre-mRNA branch point binding
GO:0045134,Molecular_function,UDP phosphatase activity
GO:0045159,Molecular_function,myosin II binding
GO:0045174,Molecular_function,glutathione dehydrogenase (ascorbate) activity
GO:0045182,Molecular_function,translation regulator activity
GO:0045294,Molecular_function,alpha-catenin binding
GO:0045295,Molecular_function,gamma-catenin binding
GO:0045296,Molecular_function,cadherin binding
GO:0045499,Molecular_function,chemorepellent activity
GO:0045503,Molecular_function,dynein light chain binding
GO:0045504,Molecular_function,dynein heavy chain binding
GO:0045505,Molecular_function,dynein intermediate chain binding
GO:0045545,Molecular_function,syndecan binding
GO:0045547,Molecular_function,dehydrodolichyl diphosphate synthase activity
GO:0045735,Molecular_function,nutrient reservoir activity
GO:0046316,Molecular_function,gluconokinase activity
GO:0046332,Molecular_function,SMAD binding
GO:0046403,Molecular_function,polynucleotide 3'-phosphatase activity
GO:0046404,Molecular_function,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity
GO:0046523,Molecular_function,S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046525,Molecular_function,xylosylprotein 4-beta-galactosyltransferase activity
GO:0046537,Molecular_function,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
GO:0046570,Molecular_function,methylthioribulose 1-phosphate dehydratase activity
GO:0046589,Molecular_function,ribonuclease T1 activity
GO:0046592,Molecular_function,polyamine oxidase activity
GO:0046702,Molecular_function,galactoside 6-L-fucosyltransferase activity
GO:0046811,Molecular_function,histone deacetylase inhibitor activity
GO:0046870,Molecular_function,cadmium ion binding
GO:0046872,Molecular_function,metal ion binding
GO:0046873,Molecular_function,metal ion transmembrane transporter activity
GO:0046875,Molecular_function,ephrin receptor binding
GO:0046899,Molecular_function,nucleoside triphosphate adenylate kinase activity
GO:0046912,Molecular_function,"acyltransferase activity, acyl groups converted into alkyl on transfer"
GO:0046914,Molecular_function,transition metal ion binding
GO:0046915,Molecular_function,transition metal ion transmembrane transporter activity
GO:0046920,Molecular_function,alpha-(1->3)-fucosyltransferase activity
GO:0046921,Molecular_function,alpha-(1->6)-fucosyltransferase activity
GO:0046922,Molecular_function,peptide-O-fucosyltransferase activity
GO:0046923,Molecular_function,ER retention sequence binding
GO:0046933,Molecular_function,"proton-transporting ATP synthase activity, rotational mechanism"
GO:0046935,Molecular_function,1-phosphatidylinositol-3-kinase regulator activity
GO:0046961,Molecular_function,"proton-transporting ATPase activity, rotational mechanism"
GO:0046964,Molecular_function,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0046969,Molecular_function,NAD-dependent histone H3K9 deacetylase activity
GO:0046972,Molecular_function,histone H4K16 acetyltransferase activity
GO:0046974,Molecular_function,histone H3K9 methyltransferase activity
GO:0046975,Molecular_function,histone H3K36 methyltransferase activity
GO:0046976,Molecular_function,histone H3K27 methyltransferase activity
GO:0046982,Molecular_function,protein heterodimerization activity
GO:0046983,Molecular_function,protein dimerization activity
GO:0047066,Molecular_function,phospholipid-hydroperoxide glutathione peroxidase activity
GO:0047105,Molecular_function,4-trimethylammoniobutyraldehyde dehydrogenase activity
GO:0047130,Molecular_function,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity"
GO:0047131,Molecular_function,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity"
GO:0047134,Molecular_function,protein-disulfide reductase (NAD(P)H) activity
GO:0047184,Molecular_function,1-acylglycerophosphocholine O-acyltransferase activity
GO:0047220,Molecular_function,galactosylxylosylprotein 3-beta-galactosyltransferase activity
GO:0047237,Molecular_function,glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
GO:0047238,Molecular_function,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
GO:0047293,Molecular_function,4-hydroxybenzoate nonaprenyltransferase activity
GO:0047298,Molecular_function,(S)-3-amino-2-methylpropionate transaminase activity
GO:0047326,Molecular_function,inositol tetrakisphosphate 5-kinase activity
GO:0047372,Molecular_function,acylglycerol lipase activity
GO:0047389,Molecular_function,glycerophosphocholine phosphodiesterase activity
GO:0047412,Molecular_function,N-(long-chain-acyl)ethanolamine deacylase activity
GO:0047419,Molecular_function,N-acetylgalactosamine-6-phosphate deacetylase activity
GO:0047429,Molecular_function,nucleoside triphosphate diphosphatase activity
GO:0047453,Molecular_function,ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0047464,Molecular_function,heparosan-N-sulfate-glucuronate 5-epimerase activity
GO:0047493,Molecular_function,ceramide cholinephosphotransferase activity
GO:0047499,Molecular_function,calcium-independent phospholipase A2 activity
GO:0047522,Molecular_function,15-oxoprostaglandin 13-oxidase activity
GO:0047545,Molecular_function,2-hydroxyglutarate dehydrogenase activity
GO:0047555,Molecular_function,"3',5'-cyclic-GMP phosphodiesterase activity"
GO:0047560,Molecular_function,3-dehydrosphinganine reductase activity
GO:0047598,Molecular_function,7-dehydrocholesterol reductase activity
GO:0047617,Molecular_function,fatty acyl-CoA hydrolase activity
GO:0047620,Molecular_function,acylglycerol kinase activity
GO:0047627,Molecular_function,adenylylsulfatase activity
GO:0047631,Molecular_function,ADP-ribose diphosphatase activity
GO:0047710,Molecular_function,bis(5'-adenosyl)-triphosphatase activity
GO:0047751,Molecular_function,3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) activity
GO:0047756,Molecular_function,chondroitin 4-sulfotransferase activity
GO:0047821,Molecular_function,D-glutamate oxidase activity
GO:0047822,Molecular_function,hypotaurine dehydrogenase activity
GO:0047844,Molecular_function,deoxycytidine deaminase activity
GO:0047847,Molecular_function,deoxyuridine phosphorylase activity
GO:0047865,Molecular_function,dimethylglycine dehydrogenase activity
GO:0047952,Molecular_function,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0047961,Molecular_function,glycine N-acyltransferase activity
GO:0047974,Molecular_function,guanosine deaminase activity
GO:0047975,Molecular_function,guanosine phosphorylase activity
GO:0047988,Molecular_function,hydroxyacid-oxoacid transhydrogenase activity
GO:0047994,Molecular_function,hydroxymethylglutaryl-CoA hydrolase activity
GO:0048018,Molecular_function,receptor ligand activity
GO:0048019,Molecular_function,receptor antagonist activity
GO:0048027,Molecular_function,mRNA 5'-UTR binding
GO:0048029,Molecular_function,monosaccharide binding
GO:0048038,Molecular_function,quinone binding
GO:0048039,Molecular_function,ubiquinone binding
GO:0048040,Molecular_function,UDP-glucuronate decarboxylase activity
GO:0048101,Molecular_function,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity"
GO:0048156,Molecular_function,tau protein binding
GO:0048185,Molecular_function,activin binding
GO:0048244,Molecular_function,phytanoyl-CoA dioxygenase activity
GO:0048256,Molecular_function,flap endonuclease activity
GO:0048257,Molecular_function,3'-flap endonuclease activity
GO:0048306,Molecular_function,calcium-dependent protein binding
GO:0048487,Molecular_function,beta-tubulin binding
GO:0048495,Molecular_function,Roundabout binding
GO:0050017,Molecular_function,L-3-cyanoalanine synthase activity
GO:0050031,Molecular_function,L-pipecolate oxidase activity
GO:0050038,Molecular_function,L-xylulose reductase (NADPH) activity
GO:0050048,Molecular_function,L-leucine:2-oxoglutarate aminotransferase activity
GO:0050062,Molecular_function,long-chain-fatty-acyl-CoA reductase activity
GO:0050080,Molecular_function,malonyl-CoA decarboxylase activity
GO:0050104,Molecular_function,L-gulonate 3-dehydrogenase activity
GO:0050113,Molecular_function,inositol oxygenase activity
GO:0050178,Molecular_function,phenylpyruvate tautomerase activity
GO:0050185,Molecular_function,phosphatidylinositol deacylase activity
GO:0050201,Molecular_function,fucokinase activity
GO:0050207,Molecular_function,plasmanylethanolamine desaturase activity
GO:0050211,Molecular_function,procollagen galactosyltransferase activity
GO:0050220,Molecular_function,prostaglandin-E synthase activity
GO:0050252,Molecular_function,retinol O-fatty-acyltransferase activity
GO:0050265,Molecular_function,RNA uridylyltransferase activity
GO:0050277,Molecular_function,sedoheptulokinase activity
GO:0050290,Molecular_function,sphingomyelin phosphodiesterase D activity
GO:0050291,Molecular_function,sphingosine N-acyltransferase activity
GO:0050313,Molecular_function,sulfur dioxygenase activity
GO:0050321,Molecular_function,tau-protein kinase activity
GO:0050353,Molecular_function,trimethyllysine dioxygenase activity
GO:0050355,Molecular_function,inorganic triphosphate phosphatase activity
GO:0050479,Molecular_function,glyceryl-ether monooxygenase activity
GO:0050480,Molecular_function,imidazolonepropionase activity
GO:0050508,Molecular_function,glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
GO:0050509,Molecular_function,N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity
GO:0050510,Molecular_function,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity
GO:0050567,Molecular_function,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050577,Molecular_function,GDP-L-fucose synthase activity
GO:0050610,Molecular_function,methylarsonate reductase activity
GO:0050614,Molecular_function,delta24-sterol reductase activity
GO:0050632,Molecular_function,propionyl-CoA C2-trimethyltridecanoyltransferase activity
GO:0050660,Molecular_function,flavin adenine dinucleotide binding
GO:0050661,Molecular_function,NADP binding
GO:0050750,Molecular_function,low-density lipoprotein particle receptor binding
GO:0050811,Molecular_function,GABA receptor binding
GO:0050833,Molecular_function,pyruvate transmembrane transporter activity
GO:0050839,Molecular_function,cell adhesion molecule binding
GO:0050840,Molecular_function,extracellular matrix binding
GO:0050998,Molecular_function,nitric-oxide synthase binding
GO:0051010,Molecular_function,microtubule plus-end binding
GO:0051011,Molecular_function,microtubule minus-end binding
GO:0051015,Molecular_function,actin filament binding
GO:0051018,Molecular_function,protein kinase A binding
GO:0051019,Molecular_function,mitogen-activated protein kinase binding
GO:0051020,Molecular_function,GTPase binding
GO:0051033,Molecular_function,RNA transmembrane transporter activity
GO:0051059,Molecular_function,NF-kappaB binding
GO:0051082,Molecular_function,unfolded protein binding
GO:0051087,Molecular_function,protein-folding chaperone binding
GO:0051117,Molecular_function,ATPase binding
GO:0051119,Molecular_function,sugar transmembrane transporter activity
GO:0051213,Molecular_function,dioxygenase activity
GO:0051267,Molecular_function,CP2 mannose-ethanolamine phosphotransferase activity
GO:0051287,Molecular_function,NAD binding
GO:0051371,Molecular_function,muscle alpha-actinin binding
GO:0051377,Molecular_function,mannose-ethanolamine phosphotransferase activity
GO:0051378,Molecular_function,serotonin binding
GO:0051379,Molecular_function,epinephrine binding
GO:0051380,Molecular_function,norepinephrine binding
GO:0051392,Molecular_function,tRNA N-acetyltransferase activity
GO:0051400,Molecular_function,BH domain binding
GO:0051425,Molecular_function,PTB domain binding
GO:0051427,Molecular_function,hormone receptor binding
GO:0051432,Molecular_function,BH1 domain binding
GO:0051434,Molecular_function,BH3 domain binding
GO:0051499,Molecular_function,D-aminoacyl-tRNA deacylase activity
GO:0051500,Molecular_function,D-tyrosyl-tRNA(Tyr) deacylase activity
GO:0051536,Molecular_function,iron-sulfur cluster binding
GO:0051537,Molecular_function,"2 iron, 2 sulfur cluster binding"
GO:0051538,Molecular_function,"3 iron, 4 sulfur cluster binding"
GO:0051539,Molecular_function,"4 iron, 4 sulfur cluster binding"
GO:0051721,Molecular_function,protein phosphatase 2A binding
GO:0051722,Molecular_function,protein C-terminal methylesterase activity
GO:0051723,Molecular_function,protein methylesterase activity
GO:0051724,Molecular_function,NAD transmembrane transporter activity
GO:0051731,Molecular_function,polynucleotide 5'-hydroxyl-kinase activity
GO:0051736,Molecular_function,ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity
GO:0051750,Molecular_function,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity"
GO:0051751,Molecular_function,"alpha-1,4-mannosyltransferase activity"
GO:0051765,Molecular_function,inositol tetrakisphosphate kinase activity
GO:0051787,Molecular_function,misfolded protein binding
GO:0051861,Molecular_function,glycolipid binding
GO:0051864,Molecular_function,histone H3K36 demethylase activity
GO:0051879,Molecular_function,Hsp90 protein binding
GO:0051880,Molecular_function,G-quadruplex DNA binding
GO:0051903,Molecular_function,S-(hydroxymethyl)glutathione dehydrogenase (NAD(P)+) activity
GO:0051920,Molecular_function,peroxiredoxin activity
GO:0051959,Molecular_function,dynein light intermediate chain binding
GO:0051998,Molecular_function,protein carboxyl O-methyltransferase activity
GO:0052381,Molecular_function,tRNA dimethylallyltransferase activity
GO:0052629,Molecular_function,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity"
GO:0052654,Molecular_function,L-leucine transaminase activity
GO:0052655,Molecular_function,L-valine transaminase activity
GO:0052656,Molecular_function,L-isoleucine transaminase activity
GO:0052657,Molecular_function,guanine phosphoribosyltransferase activity
GO:0052658,Molecular_function,"inositol-1,4,5-trisphosphate 5-phosphatase activity"
GO:0052659,Molecular_function,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity"
GO:0052667,Molecular_function,phosphomethylethanolamine N-methyltransferase activity
GO:0052689,Molecular_function,carboxylic ester hydrolase activity
GO:0052717,Molecular_function,tRNA-specific adenosine-34 deaminase activity
GO:0052723,Molecular_function,inositol hexakisphosphate 1-kinase activity
GO:0052724,Molecular_function,inositol hexakisphosphate 3-kinase activity
GO:0052735,Molecular_function,tRNA (cytidine-3-)-methyltransferase activity
GO:0052742,Molecular_function,phosphatidylinositol kinase activity
GO:0052745,Molecular_function,inositol phosphate phosphatase activity
GO:0052816,Molecular_function,long-chain fatty acyl-CoA hydrolase activity
GO:0052832,Molecular_function,inositol monophosphate 3-phosphatase activity
GO:0052833,Molecular_function,inositol monophosphate 4-phosphatase activity
GO:0052834,Molecular_function,inositol monophosphate phosphatase activity
GO:0052856,Molecular_function,NADHX epimerase activity
GO:0052857,Molecular_function,NADPHX epimerase activity
GO:0052866,Molecular_function,phosphatidylinositol phosphate phosphatase activity
GO:0052905,Molecular_function,tRNA (guanosine(9)-N1)-methyltransferase activity
GO:0052906,Molecular_function,tRNA (guanine(37)-N1)-methyltransferase activity
GO:0052907,Molecular_function,23S rRNA (adenine(1618)-N(6))-methyltransferase activity
GO:0052909,Molecular_function,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
GO:0052917,Molecular_function,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase"
GO:0052918,Molecular_function,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0052925,Molecular_function,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity"
GO:0052926,Molecular_function,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0055077,Molecular_function,gap junction hemi-channel activity
GO:0060002,Molecular_function,plus-end directed microfilament motor activity
GO:0060072,Molecular_function,large conductance calcium-activated potassium channel activity
GO:0060090,Molecular_function,molecular adaptor activity
GO:0061133,Molecular_function,endopeptidase activator activity
GO:0061459,Molecular_function,L-arginine transmembrane transporter activity
GO:0061513,Molecular_function,glucose 6-phosphate:phosphate antiporter activity
GO:0061542,Molecular_function,3-demethylubiquinol-n 3-O-methyltransferase activity
GO:0061575,Molecular_function,cyclin-dependent protein serine/threonine kinase activator activity
GO:0061578,Molecular_function,K63-linked deubiquitinase activity
GO:0061598,Molecular_function,molybdopterin adenylyltransferase activity
GO:0061599,Molecular_function,molybdopterin molybdotransferase activity
GO:0061604,Molecular_function,molybdopterin-synthase sulfurtransferase activity
GO:0061605,Molecular_function,molybdopterin-synthase adenylyltransferase activity
GO:0061608,Molecular_function,nuclear import signal receptor activity
GO:0061628,Molecular_function,H3K27me3 modified histone binding
GO:0061629,Molecular_function,RNA polymerase II-specific DNA-binding transcription factor binding
GO:0061630,Molecular_function,ubiquitin protein ligase activity
GO:0061631,Molecular_function,ubiquitin conjugating enzyme activity
GO:0061632,Molecular_function,RNA lariat debranching enzyme activator activity
GO:0061654,Molecular_function,NEDD8 conjugating enzyme activity
GO:0061656,Molecular_function,SUMO conjugating enzyme activity
GO:0061657,Molecular_function,UFM1 conjugating enzyme activity
GO:0061665,Molecular_function,SUMO ligase activity
GO:0061666,Molecular_function,UFM1 ligase activity
GO:0061685,Molecular_function,diphthine methylesterase activity
GO:0061708,Molecular_function,tRNA-5-taurinomethyluridine 2-sulfurtransferase
GO:0061711,Molecular_function,N(6)-L-threonylcarbamoyladenine synthase activity
GO:0061712,Molecular_function,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
GO:0061730,Molecular_function,C-rich strand telomeric DNA binding
GO:0061733,Molecular_function,peptide-lysine-N-acetyltransferase activity
GO:0061750,Molecular_function,acid sphingomyelin phosphodiesterase activity
GO:0061775,Molecular_function,cohesin loader activity
GO:0061776,Molecular_function,topological DNA co-entrapment activity
GO:0061798,Molecular_function,"GTP 3',8'-cyclase activity"
GO:0061799,Molecular_function,cyclic pyranopterin monophosphate synthase activity
GO:0061809,Molecular_function,"NAD+ nucleotidase, cyclic ADP-ribose generating"
GO:0061863,Molecular_function,microtubule plus end polymerase
GO:0061891,Molecular_function,calcium ion sensor activity
GO:0061928,Molecular_function,glutathione specific gamma-glutamylcyclotransferase activity
GO:0061929,Molecular_function,gamma-glutamylaminecyclotransferase activity
GO:0061981,Molecular_function,3-hydroxykynureninase activity
GO:0062076,Molecular_function,acyl-CoA delta5-desaturase activity
GO:0062101,Molecular_function,peptidyl-aspartic acid 3-dioxygenase activity
GO:0062154,Molecular_function,N6-methyl-AMP deaminase activity
GO:0070006,Molecular_function,metalloaminopeptidase activity
GO:0070008,Molecular_function,serine-type exopeptidase activity
GO:0070016,Molecular_function,armadillo repeat domain binding
GO:0070025,Molecular_function,carbon monoxide binding
GO:0070026,Molecular_function,nitric oxide binding
GO:0070027,Molecular_function,carbon monoxide sensor activity
GO:0070034,Molecular_function,telomerase RNA binding
GO:0070037,Molecular_function,rRNA (pseudouridine) methyltransferase activity
GO:0070042,Molecular_function,rRNA (uridine-N3-)-methyltransferase activity
GO:0070063,Molecular_function,RNA polymerase binding
GO:0070064,Molecular_function,proline-rich region binding
GO:0070095,Molecular_function,fructose-6-phosphate binding
GO:0070097,Molecular_function,delta-catenin binding
GO:0070180,Molecular_function,large ribosomal subunit rRNA binding
GO:0070181,Molecular_function,small ribosomal subunit rRNA binding
GO:0070182,Molecular_function,DNA polymerase binding
GO:0070224,Molecular_function,sulfide:quinone oxidoreductase activity
GO:0070260,Molecular_function,5'-tyrosyl-DNA phosphodiesterase activity
GO:0070273,Molecular_function,phosphatidylinositol-4-phosphate binding
GO:0070290,Molecular_function,N-acylphosphatidylethanolamine-specific phospholipase D activity
GO:0070300,Molecular_function,phosphatidic acid binding
GO:0070336,Molecular_function,flap-structured DNA binding
GO:0070402,Molecular_function,NADPH binding
GO:0070403,Molecular_function,NAD+ binding
GO:0070404,Molecular_function,NADH binding
GO:0070411,Molecular_function,I-SMAD binding
GO:0070492,Molecular_function,oligosaccharide binding
GO:0070513,Molecular_function,death domain binding
GO:0070530,Molecular_function,K63-linked polyubiquitin modification-dependent protein binding
GO:0070538,Molecular_function,oleic acid binding
GO:0070551,Molecular_function,"endoribonuclease activity, cleaving siRNA-paired mRNA"
GO:0070566,Molecular_function,adenylyltransferase activity
GO:0070569,Molecular_function,uridylyltransferase activity
GO:0070573,Molecular_function,metallodipeptidase activity
GO:0070577,Molecular_function,lysine-acetylated histone binding
GO:0070626,Molecular_function,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
GO:0070628,Molecular_function,proteasome binding
GO:0070679,Molecular_function,"inositol 1,4,5 trisphosphate binding"
GO:0070700,Molecular_function,BMP receptor binding
GO:0070728,Molecular_function,L-leucine binding
GO:0070733,Molecular_function,AMPylase activity
GO:0070739,Molecular_function,protein-glutamic acid ligase activity
GO:0070740,Molecular_function,tubulin-glutamic acid ligase activity
GO:0070773,Molecular_function,protein-N-terminal glutamine amidohydrolase activity
GO:0070815,Molecular_function,peptidyl-lysine 5-dioxygenase activity
GO:0070840,Molecular_function,dynein complex binding
GO:0070851,Molecular_function,growth factor receptor binding
GO:0070878,Molecular_function,primary miRNA binding
GO:0070883,Molecular_function,pre-miRNA binding
GO:0070888,Molecular_function,E-box binding
GO:0070990,Molecular_function,snRNP binding
GO:0070991,Molecular_function,medium-chain fatty acyl-CoA dehydrogenase activity
GO:0071074,Molecular_function,eukaryotic initiation factor eIF2 binding
GO:0071164,Molecular_function,RNA cap trimethylguanosine synthase activity
GO:0071207,Molecular_function,histone pre-mRNA stem-loop binding
GO:0071208,Molecular_function,histone pre-mRNA DCP binding
GO:0071209,Molecular_function,U7 snRNA binding
GO:0071532,Molecular_function,ankyrin repeat binding
GO:0071558,Molecular_function,histone H3K27me2/H3K27me3 demethylase activity
GO:0071566,Molecular_function,UFM1 activating enzyme activity
GO:0071567,Molecular_function,deUFMylase activity
GO:0071568,Molecular_function,UFM1 transferase activity
GO:0071617,Molecular_function,lysophospholipid acyltransferase activity
GO:0071855,Molecular_function,neuropeptide receptor binding
